id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
ev2oabp3je,8/26/2011,2.01E+13,8/27/2011,-unknown-,48,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,other
71xvuhs3b3,8/26/2011,2.01E+13,,FEMALE,38,facebook,3,en,seo,google,linked,Web,Mac Desktop,Safari,NDF
732jbj28l1,8/26/2011,2.01E+13,,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
9vq5n27oap,8/26/2011,2.01E+13,,FEMALE,,basic,0,en,sem-brand,google,untracked,Web,iPhone,Mobile Safari,NDF
qr31xijf09,8/26/2011,2.01E+13,10/5/2011,-unknown-,,basic,3,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,FR
k6edfb9dy5,8/26/2011,2.01E+13,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
9fm829phpv,8/26/2011,2.01E+13,,MALE,50,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
hf9zgrfxxy,8/26/2011,2.01E+13,8/26/2011,MALE,38,facebook,0,en,seo,google,untracked,Web,Windows Desktop,Chrome,US
23wnlegnee,8/26/2011,2.01E+13,8/26/2011,FEMALE,36,basic,3,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,ES
qrzyi2w5id,8/26/2011,2.01E+13,,FEMALE,31,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
chdcpo9zzc,8/26/2011,2.01E+13,,FEMALE,39,facebook,0,en,direct,direct,tracked-other,Web,Windows Desktop,Firefox,NDF
z6678v039e,8/26/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
7dtv6ajjpz,8/26/2011,2.01E+13,8/29/2011,-unknown-,,basic,2,en,sem-brand,google,untracked,Web,Windows Desktop,Firefox,other
97vxajfjcu,8/26/2011,2.01E+13,9/22/2011,MALE,36,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US
gmcbo3hw41,8/26/2011,2.01E+13,8/26/2011,MALE,30,basic,6,en,direct,other,untracked,Web,Mac Desktop,Chrome,US
mujxxzc5ew,8/26/2011,2.01E+13,9/3/2011,FEMALE,33,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Firefox,US
pdlx2u5yk5,8/26/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
fo5eb42obi,8/26/2011,2.01E+13,,FEMALE,41,facebook,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
9jccdjdfnt,8/26/2011,2.01E+13,10/8/2011,FEMALE,49,basic,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
gxeyp8fwrk,8/26/2011,2.01E+13,3/28/2012,FEMALE,31,facebook,5,en,other,other,untracked,Web,Mac Desktop,Chrome,US
4drmv4wpyk,8/26/2011,2.01E+13,8/26/2011,MALE,33,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
xxmtnew3zv,8/26/2011,2.01E+13,,FEMALE,39,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
y2ftsfezhr,8/26/2011,2.01E+13,9/7/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
yoxmqntvbr,8/26/2011,2.01E+13,,MALE,39,basic,3,en,sem-non-brand,vast,untracked,Web,Windows Desktop,Chrome,NDF
9wrh4c630d,8/26/2011,2.01E+13,,MALE,32,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
r88m9na76w,8/26/2011,2.01E+13,8/28/2011,FEMALE,35,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
fmvmof9iu5,8/26/2011,2.01E+13,,FEMALE,29,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
egwtjw1u4w,8/26/2011,2.01E+13,,-unknown-,,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
w4wnhbt9wi,8/26/2011,2.01E+13,9/3/2011,FEMALE,41,basic,3,en,sem-brand,bing,untracked,Web,Windows Desktop,Chrome,US
v67ueeb39b,8/26/2011,2.01E+13,8/29/2011,FEMALE,26,facebook,2,en,seo,google,linked,Web,Mac Desktop,Chrome,US
wwn8wo3r69,8/26/2011,2.01E+13,9/1/2011,MALE,2014,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,other
b33iu8qsf3,8/26/2011,2.01E+13,8/30/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
3n4xj8brbr,8/26/2011,2.01E+13,,MALE,38,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
qh8wnkb4nl,8/26/2011,2.01E+13,,MALE,42,facebook,2,es,direct,direct,,Web,Other/Unknown,-unknown-,NDF
o97hmr37t5,8/26/2011,2.01E+13,8/28/2011,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
cw6qcbqtq9,8/27/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
64ii51j4lj,8/27/2011,2.01E+13,,FEMALE,53,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
tcwcswo10x,8/27/2011,2.01E+13,,-unknown-,,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
zmiq345gwe,8/27/2011,2.01E+13,,MALE,31,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
hxtkiu3s64,8/27/2011,2.01E+13,8/27/2011,OTHER,33,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
i2j20bfj8o,8/27/2011,2.01E+13,,FEMALE,33,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
jzenly6yvi,8/27/2011,2.01E+13,8/28/2011,MALE,38,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
q9a1hd06oi,8/27/2011,2.01E+13,,-unknown-,,basic,3,en,other,craigslist,linked,Web,Windows Desktop,Chrome,NDF
fnh8oarwxz,8/27/2011,2.01E+13,8/29/2011,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
bmhdfoe0ej,8/27/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPad,-unknown-,NDF
rqauxxdv9z,8/27/2011,2.01E+13,9/1/2011,FEMALE,31,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
k8tyygrr7n,8/27/2011,2.01E+13,9/6/2011,-unknown-,36,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
ghfm25xjw6,8/27/2011,2.01E+13,,FEMALE,33,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
rjqgrvz3o1,8/27/2011,2.01E+13,11/18/2011,FEMALE,45,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
e9szegde8a,8/27/2011,2.01E+13,,MALE,21,facebook,0,en,other,other,untracked,Web,Mac Desktop,Safari,NDF
1jillio85i,8/27/2011,2.01E+13,,MALE,49,basic,1,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
sgukjc9r4t,8/27/2011,2.01E+13,8/27/2011,MALE,28,facebook,2,en,sem-brand,google,,Web,Other/Unknown,-unknown-,US
6zofr2s7f2,8/27/2011,2.01E+13,12/23/2011,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
s0zaweyfnp,8/27/2011,2.01E+13,10/9/2011,MALE,33,facebook,3,en,seo,google,linked,Web,iPhone,Mobile Safari,US
06cpb5sogj,8/27/2011,2.01E+13,8/30/2011,MALE,45,facebook,2,en,seo,google,untracked,Web,Mac Desktop,Firefox,US
7y1d0b1q9l,8/27/2011,2.01E+13,,FEMALE,27,facebook,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
ohexydvy8s,8/27/2011,2.01E+13,8/31/2011,MALE,28,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
lnje5xn0iq,8/27/2011,2.01E+13,,MALE,21,basic,2,es,sem-brand,google,linked,Web,Windows Desktop,Chrome,NDF
9ib6i1dym4,8/27/2011,2.01E+13,9/3/2011,MALE,51,basic,0,en,sem-non-brand,google,tracked-other,Web,Mac Desktop,Safari,US
an64i8zhzw,8/27/2011,2.01E+13,9/6/2011,MALE,47,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
6ec4z53zqa,8/27/2011,2.01E+13,8/29/2011,MALE,34,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
1o0ky9ptmf,8/27/2011,2.01E+13,9/7/2011,MALE,33,basic,0,en,seo,google,linked,Web,Windows Desktop,Firefox,US
b575t2quhc,8/27/2011,2.01E+13,,MALE,19,basic,2,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
jav5lrn8cq,8/27/2011,2.01E+13,,-unknown-,,basic,0,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
e9j2d4wy4z,8/27/2011,2.01E+13,6/2/2012,FEMALE,24,basic,0,en,other,craigslist,tracked-other,Web,Mac Desktop,Safari,GB
f4lsmg047q,8/27/2011,2.01E+13,,MALE,18,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
ateljx4qu8,8/27/2011,2.01E+13,,MALE,37,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
q6ri0qfs3i,8/27/2011,2.01E+13,9/1/2011,MALE,29,basic,0,en,sem-non-brand,google,untracked,Web,SmartPhone (Other),BlackBerry Browser,US
pwl4ieho3e,8/28/2011,2.01E+13,,FEMALE,58,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
fgqak8aiu4,8/28/2011,2.01E+13,,FEMALE,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
3l611tpvlf,8/28/2011,2.01E+13,10/24/2011,FEMALE,66,facebook,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,US
pefmqnwcxm,8/28/2011,2.01E+13,9/14/2011,MALE,30,basic,3,ja,direct,direct,untracked,Web,Mac Desktop,Firefox,other
1bgymitx5j,8/28/2011,2.01E+13,9/3/2011,FEMALE,39,basic,2,en,other,craigslist,omg,Web,Windows Desktop,Chrome,US
wj2ydumve7,8/28/2011,2.01E+13,8/28/2011,FEMALE,33,basic,3,en,other,craigslist,linked,Web,iPad,Mobile Safari,US
ocof7i3psa,8/28/2011,2.01E+13,,FEMALE,37,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
jbxkx3ltdw,8/28/2011,2.01E+13,9/8/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
pdwm0avxwt,8/28/2011,2.01E+13,,MALE,61,facebook,2,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
vpkl67bmw6,8/28/2011,2.01E+13,,MALE,57,facebook,0,en,other,other,omg,Web,Windows Desktop,Chrome,NDF
g34pwt8sta,8/28/2011,2.01E+13,,FEMALE,44,facebook,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
ltd1pqnq7a,8/28/2011,2.01E+13,8/28/2011,FEMALE,32,basic,3,en,seo,google,linked,Web,Windows Desktop,Chrome,US
o77yjm507d,8/28/2011,2.01E+13,8/28/2011,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
hwgoxbw5s8,8/28/2011,2.01E+13,8/30/2011,FEMALE,39,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
kjahse0zu0,8/28/2011,2.01E+13,8/28/2011,MALE,39,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
amfnicu0he,8/28/2011,2.01E+13,,FEMALE,32,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
v83yrm96wb,8/28/2011,2.01E+13,,MALE,37,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
wkriy4p0er,8/28/2011,2.01E+13,9/3/2011,FEMALE,67,facebook,2,en,remarketing,google,,Web,Other/Unknown,-unknown-,US
li5yod6tjg,8/28/2011,2.01E+13,,FEMALE,97,basic,0,en,remarketing,google,omg,Web,Windows Desktop,Firefox,NDF
vvxcxenm12,8/28/2011,2.01E+13,8/29/2011,-unknown-,33,facebook,2,en,sem-non-brand,other,untracked,Web,Mac Desktop,Chrome,other
0tablt0l3w,8/28/2011,2.01E+13,8/29/2011,FEMALE,51,basic,2,en,other,craigslist,linked,Web,Windows Desktop,IE,US
tnnygc8mwo,8/28/2011,2.01E+13,8/18/2012,MALE,42,facebook,2,en,seo,google,untracked,Web,Mac Desktop,Firefox,US
355bknrsgf,8/28/2011,2.01E+13,,MALE,31,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
ijd8e4i7fd,8/28/2011,2.01E+13,8/8/2012,MALE,32,basic,6,en,direct,other,untracked,Web,Mac Desktop,Safari,FR
6b42uxa3t6,8/28/2011,2.01E+13,,-unknown-,,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,NDF
ip9h6l525o,8/28/2011,2.01E+13,,MALE,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
8stl94i0pj,8/28/2011,2.01E+13,,FEMALE,35,facebook,3,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
s78maguko5,8/28/2011,2.01E+13,8/29/2011,-unknown-,,basic,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
a2y893kiry,8/28/2011,2.01E+13,,FEMALE,31,facebook,0,en,content,facebook,tracked-other,Web,Windows Desktop,IE,NDF
r0wjppu75k,8/28/2011,2.01E+13,,MALE,40,basic,1,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
jmviodtsrd,8/28/2011,2.01E+13,,FEMALE,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
p8v4808lhd,8/28/2011,2.01E+13,,FEMALE,28,facebook,0,en,other,craigslist,linked,Web,iPhone,Mobile Safari,NDF
5hrgp98n58,8/28/2011,2.01E+13,10/29/2011,MALE,35,basic,2,en,other,other,untracked,Web,iPhone,-unknown-,ES
itmj63xcd9,8/28/2011,2.01E+13,8/29/2011,MALE,41,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Firefox,US
74uvsy7o7e,8/28/2011,2.01E+13,,MALE,50,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
50799dbnwr,8/28/2011,2.01E+13,,MALE,44,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF
ec4dme6xdm,8/28/2011,2.01E+13,9/14/2011,MALE,34,facebook,0,en,direct,direct,untracked,Web,Desktop (Other),Chrome,US
892bbywcxp,8/28/2011,2.01E+13,,MALE,26,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
1o521t9fom,8/28/2011,2.01E+13,9/7/2011,FEMALE,29,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
gmt18i2a0w,8/28/2011,2.01E+13,2/15/2012,FEMALE,36,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
ei3o4pvep1,8/28/2011,2.01E+13,12/7/2011,FEMALE,27,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
pi6ly752h5,8/28/2011,2.01E+13,,MALE,,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,NDF
nwv6pk6lzl,8/28/2011,2.01E+13,8/28/2011,-unknown-,,basic,6,en,direct,other,untracked,Web,Windows Desktop,IE,US
iukmwyym4e,8/28/2011,2.01E+13,8/28/2011,MALE,58,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
87iug80w7y,8/28/2011,2.01E+13,8/29/2011,-unknown-,,basic,2,en,seo,google,omg,Web,Desktop (Other),Chrome,US
ldx7yemy7x,8/28/2011,2.01E+13,,FEMALE,54,facebook,0,en,content,facebook,untracked,Web,Mac Desktop,Chrome,NDF
my3sad1fvz,8/28/2011,2.01E+13,8/29/2011,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,other
n5fqft9ttb,8/28/2011,2.01E+13,,MALE,29,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
y609mxys6w,8/28/2011,2.01E+13,,FEMALE,28,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
h1lj8sccqc,8/29/2011,2.01E+13,8/29/2011,MALE,28,facebook,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,US
pkreeavly3,8/29/2011,2.01E+13,8/29/2011,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
g1b1f7vroe,8/29/2011,2.01E+13,8/29/2011,-unknown-,,basic,3,en,direct,direct,omg,Web,Mac Desktop,Safari,US
z8sqx837qm,8/29/2011,2.01E+13,,FEMALE,50,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
fb6gb1mh14,8/29/2011,2.01E+13,,FEMALE,37,facebook,0,en,direct,direct,untracked,Web,Android Phone,-unknown-,NDF
xp5480g1fy,8/29/2011,2.01E+13,9/19/2011,FEMALE,49,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Chrome,US
lgwtszythn,8/29/2011,2.01E+13,,FEMALE,30,facebook,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
i3vb8v3sv9,8/29/2011,2.01E+13,,-unknown-,,basic,1,en,content,facebook,,Web,Other/Unknown,-unknown-,NDF
7hwgbmfukk,8/29/2011,2.01E+13,7/23/2012,MALE,26,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,US
4ltdu48sq5,8/29/2011,2.01E+13,9/1/2011,FEMALE,61,basic,2,en,content,google,linked,Web,Windows Desktop,Chrome,ES
963xpomaob,8/29/2011,2.01E+13,9/30/2011,MALE,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,ES
sta3bgyf2z,8/29/2011,2.01E+13,,MALE,29,facebook,2,en,other,other,untracked,Web,iPhone,-unknown-,NDF
s5lu53i29j,8/29/2011,2.01E+13,,MALE,26,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
xpdchsk5x5,8/29/2011,2.01E+13,8/30/2011,MALE,31,basic,0,en,other,craigslist,linked,Web,Windows Desktop,Chrome,US
gzdg856ao7,8/29/2011,2.01E+13,,MALE,39,facebook,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
bv7138g3gd,8/29/2011,2.01E+13,,FEMALE,58,facebook,1,en,content,facebook,untracked,Web,Mac Desktop,Firefox,NDF
p4zcvaa3kt,8/29/2011,2.01E+13,,MALE,38,basic,2,en,seo,other,untracked,Web,Windows Desktop,Chrome,NDF
9cv22gdoqn,8/29/2011,2.01E+13,9/13/2011,MALE,56,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Firefox,US
n34auuwmsk,8/29/2011,2.01E+13,8/31/2011,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,DE
ralbs74x4s,8/29/2011,2.01E+13,9/2/2011,FEMALE,32,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
ujn1quh9yq,8/29/2011,2.01E+13,,-unknown-,,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,NDF
lcg6xd4rol,8/29/2011,2.01E+13,,-unknown-,,basic,6,en,direct,other,untracked,Web,Mac Desktop,Firefox,NDF
qvn5r49hrb,8/29/2011,2.01E+13,8/29/2011,FEMALE,64,basic,3,en,other,craigslist,linked,Web,iPad,Mobile Safari,other
7vwn2i9w7g,8/29/2011,2.01E+13,8/29/2011,FEMALE,105,basic,3,en,direct,direct,omg,Web,Windows Desktop,Firefox,US
54yl0k8zy7,8/29/2011,2.01E+13,8/29/2011,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
buo9cn2o3a,8/29/2011,2.01E+13,8/29/2011,FEMALE,26,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
p8lptxf8bl,8/29/2011,2.01E+13,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
86u6rr7h39,8/29/2011,2.01E+13,9/11/2011,FEMALE,31,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
8gh6mcqlsk,8/29/2011,2.01E+13,,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
bpe7wji013,8/29/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,tracked-other,Web,Windows Desktop,IE,NDF
90d29jl5k1,8/29/2011,2.01E+13,2/29/2012,MALE,47,basic,0,en,remarketing,google,untracked,Web,Mac Desktop,Safari,US
0gbl2xu8aq,8/29/2011,2.01E+13,,-unknown-,39,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
s8aoyyce1g,8/29/2011,2.01E+13,,FEMALE,42,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
id4bjsm0q5,8/29/2011,2.01E+13,,FEMALE,34,basic,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,NDF
8b1v43f840,8/29/2011,2.01E+13,9/2/2011,MALE,47,basic,0,en,sem-brand,google,untracked,Web,Windows Desktop,Firefox,US
x3ts85hn3t,8/29/2011,2.01E+13,,MALE,47,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Firefox,NDF
gsbscmbv9b,8/29/2011,2.01E+13,,FEMALE,60,basic,3,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
safygclhj7,8/29/2011,2.01E+13,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
1n9ew1x1cx,8/29/2011,2.01E+13,9/3/2011,MALE,36,facebook,2,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
zyh44ssswm,8/29/2011,2.01E+13,9/27/2011,-unknown-,35,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
x4rmms0fc7,8/29/2011,2.01E+13,8/30/2011,FEMALE,30,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
0ffsphtnni,8/29/2011,2.01E+13,9/15/2011,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
dx0vpxd8d4,8/29/2011,2.01E+13,,-unknown-,27,facebook,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,NDF
fcsx4zqyz6,8/30/2011,2.01E+13,,-unknown-,40,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
ra05prip1r,8/30/2011,2.01E+13,9/8/2011,FEMALE,26,basic,3,en,direct,direct,linked,Web,iPhone,Mobile Safari,US
jsd693ew23,8/30/2011,2.01E+13,1/11/2012,FEMALE,30,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
3cruxotmf7,8/30/2011,2.01E+13,,-unknown-,,basic,2,en,sem-brand,google,untracked,Web,iPhone,-unknown-,NDF
786bz1knaz,8/30/2011,2.01E+13,8/30/2011,FEMALE,32,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,ES
8qh33wv4tr,8/30/2011,2.01E+13,,FEMALE,107,facebook,0,en,direct,direct,untracked,Web,Android Phone,Chrome Mobile,NDF
lj7aoo0aiq,8/30/2011,2.01E+13,3/7/2012,FEMALE,36,basic,2,en,sem-non-brand,google,untracked,Web,Other/Unknown,-unknown-,US
onx6hyiph4,8/30/2011,2.01E+13,8/31/2011,MALE,31,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,FR
bjwk9kvuq0,8/30/2011,2.01E+13,8/31/2011,FEMALE,47,facebook,2,en,seo,google,linked,Web,Mac Desktop,Safari,other
pubglclgci,8/30/2011,2.01E+13,9/13/2011,FEMALE,61,basic,2,en,direct,direct,untracked,Web,Windows Desktop,IE,FR
3syvrndh05,8/30/2011,2.01E+13,9/14/2011,-unknown-,,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,other
hl9z72p7mz,8/30/2011,2.01E+13,,-unknown-,34,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Chrome,NDF
cnuh0wmmtb,8/30/2011,2.01E+13,9/20/2011,MALE,42,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
rczpqpc9s0,8/30/2011,2.01E+13,,-unknown-,,basic,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
60d2i0gljo,8/30/2011,2.01E+13,8/31/2011,-unknown-,38,basic,2,en,sem-brand,google,linked,Web,Windows Desktop,IE,US
5ympggvjp9,8/30/2011,2.01E+13,8/31/2011,-unknown-,,basic,2,en,seo,google,omg,Web,Mac Desktop,Safari,US
d2uaj8gana,8/30/2011,2.01E+13,8/31/2011,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
qz71mylnyw,8/30/2011,2.01E+13,,FEMALE,27,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
b4ef21xv4v,8/30/2011,2.01E+13,8/30/2011,FEMALE,35,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
darmhsgdge,8/30/2011,2.01E+13,,FEMALE,38,facebook,0,en,direct,direct,omg,Web,iPad,Mobile Safari,NDF
wv0a1y5gx9,8/30/2011,2.01E+13,8/30/2011,MALE,62,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Firefox,US
abxu2xtbxg,8/30/2011,2.01E+13,,-unknown-,41,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
6rubzdkb4n,8/30/2011,2.01E+13,,FEMALE,42,facebook,2,en,other,craigslist,omg,Web,Mac Desktop,Firefox,NDF
issrzbctnd,8/30/2011,2.01E+13,8/31/2011,FEMALE,25,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NL
hdazv0kwpj,8/30/2011,2.01E+13,,FEMALE,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
u3s42bq78d,8/30/2011,2.01E+13,,MALE,42,facebook,3,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF
xn4e7vzzwn,8/30/2011,2.01E+13,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
nhavdm30xf,8/30/2011,2.01E+13,,-unknown-,,basic,3,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
qaeg1kv90t,8/30/2011,2.01E+13,8/30/2011,FEMALE,29,basic,2,en,other,other,untracked,Web,Other/Unknown,-unknown-,US
5g328k435x,8/30/2011,2.01E+13,9/26/2011,-unknown-,,basic,3,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
0s0yxna9nk,8/30/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
0d5im1lnmd,8/30/2011,2.01E+13,,FEMALE,47,facebook,2,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
obc4a2j1tx,8/30/2011,2.01E+13,8/30/2011,-unknown-,33,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,US
nf0zg4z1ni,8/30/2011,2.01E+13,,MALE,31,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
kd611dh31b,8/30/2011,2.01E+13,,FEMALE,33,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
vqae6m3smg,8/30/2011,2.01E+13,,FEMALE,43,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
